Local,Nome,Logradouro,Latitude,Longitude
ESTACAO DE METRO,149th St-Grand Concourse,149th St,40818375,-73927351
ESTACAO DE METRO,149th St-Grand Concourse,149th St,40818375,-73927351
ESTACAO DE METRO,138th St,East 138th Street,40813224,-73929849
ESTACAO DE METRO,138th St,East 138th Street,40813224,-73929849
ESTACAO DE METRO,138th St,East 138th Street,40813224,-73929849
ESTACAO DE METRO,125th St,125th Street,40804138,-73937594
ESTACAO DE METRO,125th St,125th St,40804138,-73937594
ESTACAO DE METRO,125th St,125th St,40804138,-73937594
ESTACAO DE METRO,125th St,125th St,40804138,-73937594
ESTACAO DE METRO,125th St,125th St,40804138,-73937594
ESTACAO DE METRO,116th St,116th St,40798629,-73941617
ESTACAO DE METRO,116th St,116th St,40798629,-73941617
ESTACAO DE METRO,110th St,110th St,4079502,-7394425
ESTACAO DE METRO,110th St,110th St,4079502,-7394425
ESTACAO DE METRO,103rd St,103rd St,407906,-73947478
ESTACAO DE METRO,103rd St,103rd St,407906,-73947478
ESTACAO DE METRO,96th St,96th St,40785672,-7395107
ESTACAO DE METRO,96th St,96th St,40785672,-7395107
ESTACAO DE METRO,96th St,96th St,40785672,-7395107
ESTACAO DE METRO,96th St,96th St,40785672,-7395107
ESTACAO DE METRO,86th St,86th St,40779492,-73955589
ESTACAO DE METRO,86th St,86th St,40779492,-73955589
ESTACAO DE METRO,86th St,86th St,40779492,-73955589
ESTACAO DE METRO,86th St,86th St,40779492,-73955589
ESTACAO DE METRO,77th St,77th St,4077362,-73959874
ESTACAO DE METRO,77th St,77th St,4077362,-73959874
ESTACAO DE METRO,77th St,77th St,4077362,-73959874
ESTACAO DE METRO,77th St,77th St,4077362,-73959874
ESTACAO DE METRO,68th St-Hunter College,68th St,40768141,-7396387
ESTACAO DE METRO,68th St-Hunter College,68th St,40768141,-7396387
ESTACAO DE METRO,68th St-Hunter College,68th St,40768141,-7396387
ESTACAO DE METRO,68th St-Hunter College,68th St,40768141,-7396387
ESTACAO DE METRO,68th St-Hunter College,68th St,40768141,-7396387
ESTACAO DE METRO,59th St,East 60th Street,40762526,-73967967
ESTACAO DE METRO,51st St,51st St,40757107,-7397192
ESTACAO DE METRO,51st St,51st St,40757107,-7397192
ESTACAO DE METRO,51st St,51st St,40757107,-7397192
ESTACAO DE METRO,51st St,51st St,40757107,-7397192
ESTACAO DE METRO,33rd St,33rd St,40746081,-73982076
ESTACAO DE METRO,33rd St,33rd St,40746081,-73982076
ESTACAO DE METRO,33rd St,33rd St,40746081,-73982076
ESTACAO DE METRO,28th St,28th St,4074307,-73984264
ESTACAO DE METRO,28th St,28th St,4074307,-73984264
ESTACAO DE METRO,28th St,28th St,4074307,-73984264
ESTACAO DE METRO,28th St,28th St,4074307,-73984264
ESTACAO DE METRO,23rd St,23rd St,40739864,-73986599
ESTACAO DE METRO,23rd St,23rd St,40739864,-73986599
ESTACAO DE METRO,23rd St,23rd St,40739864,-73986599
ESTACAO DE METRO,14th St-Union Square,14th St,"40,734,673","-73,989,951"
ESTACAO DE METRO,14th St-Union Square,14th St,"40,734,673","-73,989,951"
ESTACAO DE METRO,14th St-Union Square,14th St,"40,734,673","-73,989,951"
ESTACAO DE METRO,Astor Place,East 8th St,40730054,-7399107
ESTACAO DE METRO,Bleecker St,Mulberry St,40725915,-73994659
ESTACAO DE METRO,Bleecker St,Mulberry St,40725915,-73994659
ESTACAO DE METRO,Bleecker St,Mulberry St,40725915,-73994659
ESTACAO DE METRO,Bleecker St,,40725915,-73994659
ESTACAO DE METRO,Bleecker St,,40725915,-73994659
ESTACAO DE METRO,Spring St,Spring St,40722301,-73997141
ESTACAO DE METRO,Spring St,Spring St,40722301,-73997141
ESTACAO DE METRO,Canal St,Canal St,40718803,-74000193
ESTACAO DE METRO,Canal St,Canal St,40718803,-74000193
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Brooklyn Bridge Approach,40712868,-74004806
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Brooklyn Bridge Approach,40712723,-74004971
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Brooklyn Bridge Approach,40712333,-74004387
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Frankfort St,40711857,-74005114
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Frankfort St,40711824,-74005057
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Reade St,40713813,-74003907
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Reade St,40713889,-74003654
ESTACAO DE METRO,Wall St,Rector St,40707557,-74011862
ESTACAO DE METRO,Wall St,Wall St,40707557,-74011862
ESTACAO DE METRO,Wall St,Wall St,40707557,-74011862
ESTACAO DE METRO,Bowling Green,Battery Pl,40704817,-74014065
ESTACAO DE METRO,Bowling Green,Bowling Green,40704817,-74014065
ESTACAO DE METRO,Borough Hall,Joralemon St,40692404,-73990151
ESTACAO DE METRO,Borough Hall,Joralemon St,40692404,-73990151
ESTACAO DE METRO,Borough Hall,Joralemon St,40692404,-73990151
ESTACAO DE METRO,Borough Hall,Joralemon St,40692404,-73990151
ESTACAO DE METRO,Wakefield-241st St,241st St,40903125,-7385062
ESTACAO DE METRO,Wakefield-241st St,241st St,40903125,-7385062
ESTACAO DE METRO,Wakefield-241st St,241st St,40903125,-7385062
ESTACAO DE METRO,238th St-Nereid Av,Nereid Ave,40898379,-73854376
ESTACAO DE METRO,238th St-Nereid Av,Nereid Ave,40898379,-73854376
ESTACAO DE METRO,233rd St,233rd St,40893193,-73857473
ESTACAO DE METRO,233rd St,233rd St,40893193,-73857473
ESTACAO DE METRO,225th St,225th St,40888022,-73860341
ESTACAO DE METRO,225th St,225th St,40888022,-73860341
ESTACAO DE METRO,225th St,225th St,40888022,-73860341
ESTACAO DE METRO,219th St,219th St,40883895,-73862633
ESTACAO DE METRO,219th St,219th St,40883895,-73862633
ESTACAO DE METRO,Gun Hill Rd,211th St,4087785,-73866256
ESTACAO DE METRO,Gun Hill Rd,211th St,4087785,-73866256
ESTACAO DE METRO,Burke Av,Burke Ave,40871356,-73867164
ESTACAO DE METRO,Burke Av,Burke Ave,40871356,-73867164
ESTACAO DE METRO,Allerton Av,Allerton Ave,40865462,-73867352
ESTACAO DE METRO,Allerton Av,Allerton Ave,40865462,-73867352
ESTACAO DE METRO,Pelham Parkway,Pelham Pkwy,40857192,-73867615
ESTACAO DE METRO,Pelham Parkway,Pelham Pkwy,40857192,-73867615
ESTACAO DE METRO,Pelham Parkway,Pelham Pkwy,40857192,-73867615
ESTACAO DE METRO,Bronx Park East,Sagamore St,40848828,-73868457
ESTACAO DE METRO,Bronx Park East,Sagamore St,40848828,-73868457
ESTACAO DE METRO,Bronx Park East,Sagamore St,40848828,-73868457
ESTACAO DE METRO,East 180th St,180th St,40841894,-73873488
ESTACAO DE METRO,East 180th St,180th St,40841894,-73873488
ESTACAO DE METRO,East Tremont Av-West Farms Sq,178th St,40840295,-73880049
ESTACAO DE METRO,East Tremont Av-West Farms Sq,E Tremont Ave,40840295,-73880049
ESTACAO DE METRO,East Tremont Av-West Farms Sq,E Tremont Ave,40840295,-73880049
ESTACAO DE METRO,East Tremont Av-West Farms Sq,178th St,40840295,-73880049
ESTACAO DE METRO,East Tremont Av-West Farms Sq,178th St,40840295,-73880049
ESTACAO DE METRO,174th St,174th St,40837288,-73887734
ESTACAO DE METRO,174th St,174th St,40837288,-73887734
ESTACAO DE METRO,Freeman St,Freeman St,40829993,-73891865
ESTACAO DE METRO,Freeman St,Freeman St,40829993,-73891865
ESTACAO DE METRO,Simpson St,Simpson St,"40,824,073","-73,893,064"
ESTACAO DE METRO,Simpson St,Simpson St,"40,824,073","-73,893,064"
ESTACAO DE METRO,Simpson St,Simpson St,"40,824,073","-73,893,064"
ESTACAO DE METRO,Intervale Av,Westchester Ave,40822181,-73896736
ESTACAO DE METRO,Intervale Av,Westchester Ave,40822181,-73896736
ESTACAO DE METRO,Intervale Av,Westchester Ave,40822181,-73896736
ESTACAO DE METRO,Prospect Av,160th St,40819585,-7390177
ESTACAO DE METRO,Prospect Av,160th St,40819585,-7390177
ESTACAO DE METRO,Jackson Av,152nd St,4081649,-73907807
ESTACAO DE METRO,Jackson Av,152nd St,4081649,-73907807
ESTACAO DE METRO,Jackson Av,Westchester Ave,4081649,-73907807
ESTACAO DE METRO,Jackson Av,Westchester Ave,4081649,-73907807
ESTACAO DE METRO,149th St-3rd Av,149th St,40816109,-73917757
ESTACAO DE METRO,149th St-3rd Av,149th St,40816109,-73917757
ESTACAO DE METRO,149th St-3rd Av,149th St,40816109,-73917757
ESTACAO DE METRO,149th St-3rd Av,149th St,40816109,-73917757
ESTACAO DE METRO,Harlem-148th St,149th St,4082388,-7393647
ESTACAO DE METRO,145th St,145th St,40820421,-73936245
ESTACAO DE METRO,145th St,145th St,40820421,-73936245
ESTACAO DE METRO,135th St,135th St,40814229,-7394077
ESTACAO DE METRO,135th St,135th St,40814229,-7394077
ESTACAO DE METRO,125th St,125th St,40807754,-73945495
ESTACAO DE METRO,125th St,125th St,40807754,-73945495
ESTACAO DE METRO,116th St,116th St,40802098,-73949625
ESTACAO DE METRO,116th St,116th St,40802098,-73949625
ESTACAO DE METRO,110th St-Central Park North,Central Park North,40799075,-73951822
ESTACAO DE METRO,Flushing-Main St,Roosevelt Ave,407596,-7383003
ESTACAO DE METRO,Flushing-Main St,Roosevelt Ave,407596,-7383003
ESTACAO DE METRO,Flushing-Main St,Roosevelt Ave,407596,-7383003
ESTACAO DE METRO,Flushing-Main St,Roosevelt Ave,407596,-7383003
ESTACAO DE METRO,Flushing-Main St,Roosevelt Ave,407596,-7383003
ESTACAO DE METRO,Mets - Willets Point,Roosevelt Ave,40754622,-73845625
ESTACAO DE METRO,Mets - Willets Point,Roosevelt Ave,40754622,-73845625
ESTACAO DE METRO,Mets - Willets Point,Roosevelt Ave,40754622,-73845625
ESTACAO DE METRO,Mets - Willets Point,Roosevelt Ave,40754622,-73845625
ESTACAO DE METRO,111th St,Roosevelt Ave,"4,075,173","-73,855,334"
ESTACAO DE METRO,111th St,Roosevelt Ave,"4,075,173","-73,855,334"
ESTACAO DE METRO,111th St,Roosevelt Ave,"4,075,173","-73,855,334"
ESTACAO DE METRO,103rd St,Roosevelt Ave,40749865,-738627
ESTACAO DE METRO,103rd St,Roosevelt Ave,40749865,-738627
ESTACAO DE METRO,103rd St,Roosevelt Ave,40749865,-738627
ESTACAO DE METRO,103rd St,Roosevelt Ave,40749865,-738627
ESTACAO DE METRO,Junction Blvd,Roosevelt Avenue,40749145,-73869527
ESTACAO DE METRO,Junction Blvd,Roosevelt Ave,40749145,-73869527
ESTACAO DE METRO,Junction Blvd,Roosevelt Ave,40749145,-73869527
ESTACAO DE METRO,Junction Blvd,Roosevelt Ave,40749145,-73869527
ESTACAO DE METRO,Junction Blvd,Roosevelt Ave,40749145,-73869527
ESTACAO DE METRO,90th St Elmhurst,Roosevelt Ave,40748408,-73876613
ESTACAO DE METRO,90th St Elmhurst,Roosevelt Ave,40748408,-73876613
ESTACAO DE METRO,90th St Elmhurst,Roosevelt Ave,40748408,-73876613
ESTACAO DE METRO,82nd St-Jackson Heights,Roosevelt Ave,40747659,-73883697
ESTACAO DE METRO,82nd St-Jackson Heights,Roosevelt Ave,40747659,-73883697
ESTACAO DE METRO,82nd St-Jackson Heights,Roosevelt Ave,40747659,-73883697
ESTACAO DE METRO,Fisk Av-69th St,Roosevelt Ave,40746325,-73896403
ESTACAO DE METRO,Fisk Av-69th St,Roosevelt Ave,40746325,-73896403
ESTACAO DE METRO,Woodside Av-61st St,Roosevelt Ave,4074563,-73902984
ESTACAO DE METRO,Woodside Av-61st St,Roosevelt Ave,4074563,-73902984
ESTACAO DE METRO,Woodside Av-61st St,Roosevelt Ave,4074563,-73902984
ESTACAO DE METRO,Lincoln Av-52nd St,Roosevelt Ave,40744149,-73912549
ESTACAO DE METRO,Lincoln Av-52nd St,Roosevelt Ave,40744149,-73912549
ESTACAO DE METRO,Lincoln Av-52nd St,Roosevelt Ave,40744149,-73912549
ESTACAO DE METRO,Lincoln Av-52nd St,Roosevelt Ave,40744149,-73912549
ESTACAO DE METRO,Bliss St-46th St,Queens Blvd,40743132,-73918435
ESTACAO DE METRO,Bliss St-46th St,Queens Blvd,40743132,-73918435
ESTACAO DE METRO,Bliss St-46th St,Queens Blvd,40743132,-73918435
ESTACAO DE METRO,Bliss St-46th St,Queens Blvd,40743132,-73918435
ESTACAO DE METRO,Lowery St-40th St,Queens Blvd,40743781,-73924016
ESTACAO DE METRO,Lowery St-40th St,Queens Blvd,40743781,-73924016
ESTACAO DE METRO,Lowery St-40th St,Queens Blvd,40743781,-73924016
ESTACAO DE METRO,Lowery St-40th St,Queens Blvd,40743781,-73924016
ESTACAO DE METRO,Rawson St-33rd St,Queens Blvd,40744587,-73930997
ESTACAO DE METRO,Rawson St-33rd St,Queens Blvd,40744587,-73930997
ESTACAO DE METRO,Rawson St-33rd St,Queens Blvd,40744587,-73930997
ESTACAO DE METRO,Rawson St-33rd St,Queens Blvd,40744587,-73930997
ESTACAO DE METRO,Queensboro Plaza,27th St,40750582,-73940202
ESTACAO DE METRO,Queensboro Plaza,27th St,40750582,-73940202
ESTACAO DE METRO,45 Rd-Court House Sq,45th Rd,40747023,-73945264
ESTACAO DE METRO,45 Rd-Court House Sq,45th Rd,40747023,-73945264
ESTACAO DE METRO,45 Rd-Court House Sq,45th Rd,40747023,-73945264
ESTACAO DE METRO,Hunters Point,49th Ave,40742216,-73948916
ESTACAO DE METRO,Hunters Point,49th Ave,40742216,-73948916
ESTACAO DE METRO,Hunters Point,49th Ave,40742216,-73948916
ESTACAO DE METRO,Vernon Blvd-Jackson Av,50th Ave,40742626,-73953581
ESTACAO DE METRO,Vernon Blvd-Jackson Av,50th Ave,40742626,-73953581
ESTACAO DE METRO,5th Av,42nd St,40753821,-73981963
ESTACAO DE METRO,South Ferry,,40702068,-74013664
ESTACAO DE METRO,South Ferry,,40702068,-74013664
ESTACAO DE METRO,South Ferry,,40702068,-74013664
ESTACAO DE METRO,South Ferry,,40702068,-74013664
ESTACAO DE METRO,Lexington Av,60th St,4076266,-73967258
ESTACAO DE METRO,Lexington Av,60th St,4076266,-73967258
ESTACAO DE METRO,Lexington Av,60th St,4076266,-73967258
ESTACAO DE METRO,Lexington Av,60th St,4076266,-73967258
ESTACAO DE METRO,5th Av,Central Park South,40764811,-73973347
ESTACAO DE METRO,5th Av,Central Park South,40764811,-73973347
ESTACAO DE METRO,5th Av,Central Park South,40764811,-73973347
ESTACAO DE METRO,57th St,55th St,40764664,-73980658
ESTACAO DE METRO,57th St,55th St,40764664,-73980658
ESTACAO DE METRO,57th St,55th St,40764664,-73980658
ESTACAO DE METRO,57th St,55th St,40764664,-73980658
ESTACAO DE METRO,49th St,49th St,40759901,-73984139
ESTACAO DE METRO,49th St,47th St,40759901,-73984139
ESTACAO DE METRO,49th St,47th St,40759901,-73984139
ESTACAO DE METRO,49th St,47th St,40759901,-73984139
ESTACAO DE METRO,49th St,49th St,40759901,-73984139
ESTACAO DE METRO,Times Square-42nd St,40th St,40754672,-73986754
ESTACAO DE METRO,Times Square-42nd St,40th St,40754672,-73986754
ESTACAO DE METRO,Times Square-42nd St,40th St,40754672,-73986754
ESTACAO DE METRO,Times Square-42nd St,40th St,40754672,-73986754
ESTACAO DE METRO,34th St,34th St,40749567,-7398795
ESTACAO DE METRO,34th St,34th St,40749567,-7398795
ESTACAO DE METRO,34th St,32nd St,40749567,-7398795
ESTACAO DE METRO,34th St,32nd St,40749567,-7398795
ESTACAO DE METRO,28th St,28th St,40745494,-73988691
ESTACAO DE METRO,28th St,28th St,40745494,-73988691
ESTACAO DE METRO,23rd St,22nd St,40741303,-73989344
ESTACAO DE METRO,23rd St,22nd St,40741303,-73989344
ESTACAO DE METRO,23rd St,23rd St,40741303,-73989344
ESTACAO DE METRO,23rd St,22nd St,40741303,-73989344
ESTACAO DE METRO,Union Square,16th St,40735736,-73990568
ESTACAO DE METRO,Union Square,16th St,40735736,-73990568
ESTACAO DE METRO,8th St,Waverly Pl,40730328,-73992629
ESTACAO DE METRO,8th St,8th Ave,40730328,-73992629
ESTACAO DE METRO,8th St,8th Ave,40730328,-73992629
ESTACAO DE METRO,8th St,8th Ave,40730328,-73992629
ESTACAO DE METRO,8th St,8th Ave,40730328,-73992629
ESTACAO DE METRO,Prince St,Prince St,40724329,-73997702
ESTACAO DE METRO,Prince St,Prince St,40724329,-73997702
ESTACAO DE METRO,Canal St (UL),Canal St,40719527,-74001775
ESTACAO DE METRO,Canal St (UL),Canal St,40719527,-74001775
ESTACAO DE METRO,Canal St (UL),Canal St,40719527,-74001775
ESTACAO DE METRO,Canal St (UL),Canal St,40719527,-74001775
ESTACAO DE METRO,Cortlandt St,Cortlandt St,40710668,-74011029
ESTACAO DE METRO,Cortlandt St,Cortlandt St,40710668,-74011029
ESTACAO DE METRO,Rector St,Morris St,4070722,-74013342
ESTACAO DE METRO,Rector St,Rector St,4070722,-74013342
ESTACAO DE METRO,Rector St,Rector St,4070722,-74013342
ESTACAO DE METRO,Rector St,Rector St,4070722,-74013342
ESTACAO DE METRO,Rector St,Rector St,4070722,-74013342
ESTACAO DE METRO,Rector St,Exchange Alley,4070722,-74013342
ESTACAO DE METRO,Whitehall St,,40703087,-74012994
ESTACAO DE METRO,Whitehall St,,40703087,-74012994
ESTACAO DE METRO,Whitehall St,,40703087,-74012994
ESTACAO DE METRO,Court St,Montague St,406941,-73991777
ESTACAO DE METRO,Court St,Montague St,406941,-73991777
ESTACAO DE METRO,Court St,Montague St,406941,-73991777
ESTACAO DE METRO,Lawrence St,Willoughby St,4069218,-73985942
ESTACAO DE METRO,Lawrence St,Willoughby St,4069218,-73985942
ESTACAO DE METRO,Lawrence St,Willoughby St,4069218,-73985942
ESTACAO DE METRO,DeKalb Av,Fleet St,40690635,-73981824
ESTACAO DE METRO,DeKalb Av,Fleet St,40690635,-73981824
ESTACAO DE METRO,Union St,Union St,40677316,-7398311
ESTACAO DE METRO,9th St,9th St,40670847,-73988302
ESTACAO DE METRO,Prospect Av,Prospect Ave,40665414,-73992872
ESTACAO DE METRO,25th St,25th St,40660397,-73998091
ESTACAO DE METRO,53rd St,52nd St,40645069,-74014034
ESTACAO DE METRO,59th St,60th St,40641362,-74017881
ESTACAO DE METRO,59th St,60th St,40641362,-74017881
ESTACAO DE METRO,Bay Ridge Av,68th St,40634967,-74023377
ESTACAO DE METRO,77th St,76th St,40629742,-7402551
ESTACAO DE METRO,86th St,85th St,40622687,-74028398
ESTACAO DE METRO,95th St,93th St,40616622,-74030876
ESTACAO DE METRO,95th St,93th St,40616622,-74030876
ESTACAO DE METRO,Atlantic Av,Hanson Pl,4068446,-7397689
ESTACAO DE METRO,Prospect Park,Empire Blvd,40661614,-73962246
ESTACAO DE METRO,Prospect Park,Empire Blvd,40661614,-73962246
ESTACAO DE METRO,Parkside Av,Woodruff Ave,40655292,-73961495
ESTACAO DE METRO,Church Av,Caton Ave,40650527,-73962982
ESTACAO DE METRO,Av J,Avenue J,40625039,-73960803
ESTACAO DE METRO,Av J,Avenue J,40625039,-73960803
ESTACAO DE METRO,Av M,Avenue M,40617618,-73959399
ESTACAO DE METRO,Kings Highway,Kings Hwy,4060867,-73957734
ESTACAO DE METRO,Sheepshead Bay,Voorhies Ave,40586896,-73954155
ESTACAO DE METRO,Brighton Beach,Brighton Beach Rd,40577621,-73961376
ESTACAO DE METRO,Brighton Beach,Brighton Beach Rd,40577621,-73961376
ESTACAO DE METRO,Brighton Beach,Brighton Beach Rd,40577621,-73961376
ESTACAO DE METRO,Brighton Beach,Brighton Beach Rd,40577621,-73961376
ESTACAO DE METRO,Ocean Parkway,Brighton Beach Rd,40576312,-73968501
ESTACAO DE METRO,Ocean Parkway,Brighton Beach Rd,40576312,-73968501
ESTACAO DE METRO,West 8th St,,40576127,-73975939
ESTACAO DE METRO,West 8th St,,40576127,-73975939
ESTACAO DE METRO,Stillwell Av,Surf Ave,40577422,-73981233
ESTACAO DE METRO,62nd St,61st St,40626472,-73996895
ESTACAO DE METRO,62nd St,61st St,40626472,-73996895
ESTACAO DE METRO,62nd St,61st St,40626472,-73996895
ESTACAO DE METRO,Fort Hamilton Parkway,62nd St,40631386,-74005351
ESTACAO DE METRO,New Utrecht Av,15th Ave,40624842,-73996353
ESTACAO DE METRO,18th Av,64th St,40620671,-73990414
ESTACAO DE METRO,Bay Parkway-22nd Av,Avenue O,40611815,-73981848
ESTACAO DE METRO,Kings Highway,Highlawn Ave,40603923,-73980353
ESTACAO DE METRO,Av U,Avenue T,"40,597,473","-73,979,137"
ESTACAO DE METRO,121st St,Jamaica Ave,40700492,-73828294
ESTACAO DE METRO,Woodhaven Blvd,Jamaica Ave,40693879,-73851576
ESTACAO DE METRO,Marcy Av,Broadway,40708359,-73957757
ESTACAO DE METRO,Marcy Av,Broadway,40708359,-73957757
ESTACAO DE METRO,Marcy Av,Broadway,40708359,-73957757
ESTACAO DE METRO,Marcy Av,Broadway,40708359,-73957757
ESTACAO DE METRO,Marcy Av,Broadway,40708359,-73957757
ESTACAO DE METRO,Canal St,Canal St,40718092,-73999892
ESTACAO DE METRO,Chambers St,Chambers St,40713243,-74003401
ESTACAO DE METRO,Chambers St,Duane St,4071419,-74003199
ESTACAO DE METRO,Fulton St,Nassau St,40710374,-74007582
ESTACAO DE METRO,Fulton St,Nassau St,40710374,-74007582
ESTACAO DE METRO,Fulton St,Nassau St,40710374,-74007582
ESTACAO DE METRO,Fulton St,Nassau St,40710374,-74007582
ESTACAO DE METRO,Fulton St,Nassau St,40710374,-74007582
ESTACAO DE METRO,Fulton St,Nassau St,40710374,-74007582
ESTACAO DE METRO,Broad St,Exchange Pl,40706476,-74011056
ESTACAO DE METRO,Broad St,Exchange Pl,40706476,-74011056
ESTACAO DE METRO,Broad St,Exchange Pl,40706476,-74011056
ESTACAO DE METRO,Broad St,Exchange Pl,40706476,-74011056
ESTACAO DE METRO,Broad St,Exchange Pl,40706476,-74011056
ESTACAO DE METRO,6th Av,14th St,40737335,-73996786
ESTACAO DE METRO,6th Av,14th St,40737335,-73996786
ESTACAO DE METRO,Union Square,14th St,40734789,-7399073
ESTACAO DE METRO,Union Square,14th St,40734789,-7399073
ESTACAO DE METRO,3rd Av,14th St,40732849,-73986122
ESTACAO DE METRO,3rd Av,14th St,40732849,-73986122
ESTACAO DE METRO,1st Av,14th St,40730953,-73981628
ESTACAO DE METRO,1st Av,14th St,40730953,-73981628
ESTACAO DE METRO,Bedford Av,N 7th St,40717304,-73956872
ESTACAO DE METRO,Bedford Av,N 7th St,40717304,-73956872
ESTACAO DE METRO,Lorimer St,Metropolitan Ave,40714063,-73950275
ESTACAO DE METRO,Lorimer St,Metropolitan Ave,40714063,-73950275
ESTACAO DE METRO,Graham Av,Metropolitan Ave,40714565,-73944053
ESTACAO DE METRO,Graham Av,Metropolitan Ave,40714565,-73944053
ESTACAO DE METRO,Grand St,Bushwick Ave,40711926,-7394067
ESTACAO DE METRO,Grand St,Bushwick Ave,40711926,-7394067
ESTACAO DE METRO,DeKalb Av,Wycoff Ave,40703811,-73918425
ESTACAO DE METRO,DeKalb Av,Wycoff Ave,40703811,-73918425
ESTACAO DE METRO,Myrtle Av,Wycoff Ave,40699814,-73911586
ESTACAO DE METRO,Myrtle Av,Wycoff Ave,40699814,-73911586
ESTACAO DE METRO,Myrtle Av,Wycoff Ave,40699814,-73911586
ESTACAO DE METRO,Halsey St,Wycoff Ave,40695602,-73904084
ESTACAO DE METRO,Halsey St,Wycoff Ave,40695602,-73904084
ESTACAO DE METRO,Livonia Av,Livonia Ave,40664038,-73900571
ESTACAO DE METRO,Inwood - 207th St,Isham St,40868072,-73919899
ESTACAO DE METRO,Inwood - 207th St,211th St,40868072,-73919899
ESTACAO DE METRO,Dyckman St-200th St,Dyckman St,40865491,-73927271
ESTACAO DE METRO,Dyckman St-200th St,Dyckman St,40865491,-73927271
ESTACAO DE METRO,Dyckman St-200th St,Dyckman St,40865491,-73927271
ESTACAO DE METRO,Dyckman St-200th St,Dyckman St,40865491,-73927271
ESTACAO DE METRO,181st St,181st St,40851695,-73937969
ESTACAO DE METRO,181st St,181st St,40851695,-73937969
ESTACAO DE METRO,181st St,181st St,40851695,-73937969
ESTACAO DE METRO,175th St,175th St,40847391,-73939704
ESTACAO DE METRO,175th St,175th St,40847391,-73939704
ESTACAO DE METRO,168th St - Washington Heights,169th St,40840719,-73939561
ESTACAO DE METRO,168th St - Washington Heights,169th St,40840719,-73939561
ESTACAO DE METRO,168th St - Washington Heights,169th St,40840719,-73939561
ESTACAO DE METRO,145th St,147th St,40824783,-73944216
ESTACAO DE METRO,145th St,147th St,40824783,-73944216
ESTACAO DE METRO,135th St,137th St,40817894,-73947649
ESTACAO DE METRO,135th St,135th St,40817894,-73947649
ESTACAO DE METRO,135th St,135th St,40817894,-73947649
ESTACAO DE METRO,135th St,135th St,40817894,-73947649
ESTACAO DE METRO,135th St,137th St,40817894,-73947649
ESTACAO DE METRO,125th St,127th St,40811109,-73952343
ESTACAO DE METRO,125th St,127th St,40811109,-73952343
ESTACAO DE METRO,116th St,116th St,40805085,-73954882
ESTACAO DE METRO,116th St,116th St,40805085,-73954882
ESTACAO DE METRO,Cathedral Parkway-110th St,Cathedral Pkwy,40800605,-73958158
ESTACAO DE METRO,96th St,97th St,40791646,-73964699
ESTACAO DE METRO,96th St,97th St,40791646,-73964699
ESTACAO DE METRO,86th St,88th St,40785868,-73968916
ESTACAO DE METRO,86th St,87th St,40785868,-73968916
ESTACAO DE METRO,81st St - Museum of Natural History,77th St,40781433,-73972143
ESTACAO DE METRO,81st St - Museum of Natural History,77th St,40781433,-73972143
ESTACAO DE METRO,72nd St,70th St,40775594,-7397641
ESTACAO DE METRO,59th St,60th St,40768296,-73981736
ESTACAO DE METRO,50th St,50th St,40762456,-73985984
ESTACAO DE METRO,50th St,50th St,40762456,-73985984
ESTACAO DE METRO,42nd St,44th St,40757308,-73989735
ESTACAO DE METRO,42nd St,44th St,40757308,-73989735
ESTACAO DE METRO,42nd St,44th St,40757308,-73989735
ESTACAO DE METRO,34th St,35th St,40752287,-73993391
ESTACAO DE METRO,34th St,35th St,40752287,-73993391
ESTACAO DE METRO,34th St,35th St,40752287,-73993391
ESTACAO DE METRO,34th St,35th St,40752287,-73993391
ESTACAO DE METRO,34th St,35th St,40752287,-73993391
ESTACAO DE METRO,34th St,35th St,40752287,-73993391
ESTACAO DE METRO,34th St,34th St,40752287,-73993391
ESTACAO DE METRO,34th St,34th St,40752287,-73993391
ESTACAO DE METRO,23rd St,25th St,40745906,-73998041
ESTACAO DE METRO,23rd St,25th St,40745906,-73998041
ESTACAO DE METRO,23rd St,23rd St,40745906,-73998041
ESTACAO DE METRO,23rd St,23rd St,40745906,-73998041
ESTACAO DE METRO,23rd St,25th St,40745906,-73998041
ESTACAO DE METRO,23rd St,25th St,40745906,-73998041
ESTACAO DE METRO,23rd St,24th St,40745906,-73998041
ESTACAO DE METRO,23rd St,24th St,40745906,-73998041
ESTACAO DE METRO,23rd St,25th St,40745906,-73998041
ESTACAO DE METRO,West 4th St,Waverly Pl,40732338,-74000495
ESTACAO DE METRO,West 4th St,Waverly Pl,40732338,-74000495
ESTACAO DE METRO,West 4th St,Waverly Pl,40732338,-74000495
ESTACAO DE METRO,Spring St,Spring St,40726227,-74003739
ESTACAO DE METRO,Spring St,Vandam St,40726227,-74003739
ESTACAO DE METRO,Canal St,Walker St,40720824,-74005229
ESTACAO DE METRO,Chambers St,Chambers St,40714111,-74008585
ESTACAO DE METRO,Chambers St,Chambers St,40714111,-74008585
ESTACAO DE METRO,Chambers St,Chambers St,40714111,-74008585
